Timestamp,Household_ID,Water_Usage_Liters,Flow_Rate_LPM,Pressure_Bar,Leak_Detected,Weather_Condition,Population_Density,Household_Consumption_Liters
01-01-2025 09:50,2189,22.86,7.6,3.64,No,Stormy,408,258.9236372
01-01-2025 09:55,4804,12.07,19.16,1.33,No,Cloudy,224,136.7107743
01-01-2025 10:00,2832,45.74,6.04,2.4,No,Cloudy,418,518.0738043
01-01-2025 10:05,4934,47.19,16.43,6.55,No,Sunny,268,534.4972196
01-01-2025 10:10,1341,14.56,17.03,8.31,No,Stormy,369,164.9137427
01-01-2025 10:15,4860,48.95,12.51,1.26,No,Sunny,497,554.4318479
01-01-2025 10:20,3451,4.16,15.22,8.02,No,Cloudy,176,47.1182122
01-01-2025 10:25,4848,24.82,19.25,4.67,No,Stormy,351,281.1235641
01-01-2025 10:30,4073,8.17,4.66,3.17,No,Rainy,431,92.5374504
01-01-2025 10:35,1563,31.57,3.02,2.58,No,Stormy,56,357.577394
01-01-2025 10:40,2013,24.16,2.84,1.43,No,Cloudy,500,273.6480785
01-01-2025 10:45,4820,2.45,18.64,3.47,No,Rainy,473,27.74990863
01-01-2025 10:50,1484,5.62,17.1,6.79,No,Cloudy,54,63.65489244
01-01-2025 10:55,3427,30.03,8.68,6.96,No,Cloudy,492,340.1345943
01-01-2025 11:00,1448,46.4,16.77,8.7,No,Sunny,82,525.5492899
01-01-2025 11:05,3033,10.79,19.74,9.21,No,Cloudy,251,122.2128629
01-01-2025 11:10,4479,26.81,3.34,7.93,No,Cloudy,144,303.6632858
01-01-2025 11:15,3732,14.69,4.4,8.43,No,Stormy,461,166.3861868
01-01-2025 11:20,2168,24.36,1.07,8.18,No,Cloudy,388,275.9133772
01-01-2025 11:25,4056,12.49,8.57,7.59,No,Sunny,70,141.4679015
01-01-2025 11:30,4155,10.96,19.57,5.95,No,Rainy,97,124.1383668
01-01-2025 11:35,4161,2.42,19.35,5.98,No,Stormy,326,27.41011383
01-01-2025 11:40,2706,48.67,8.91,5.24,No,Cloudy,153,551.2604297
01-01-2025 11:45,3168,31.21,0.69,6.37,No,Stormy,338,353.4998564
01-01-2025 11:50,3192,18.65,19.9,2.69,No,Stormy,435,211.2391004
01-01-2025 11:55,2961,40.41,8.3,8.37,No,Rainy,498,457.7035949
01-01-2025 12:00,4622,15.12,14.76,6.72,No,Sunny,89,171.256579
01-01-2025 12:05,1130,8.08,1.81,6,No,Rainy,315,91.518066
01-01-2025 12:10,2533,18.73,15.18,9.02,No,Cloudy,170,212.1452198
01-01-2025 12:15,4625,1.08,10.66,3.31,No,Sunny,386,12.23261278
01-01-2025 12:20,4278,24.08,17.01,3.44,No,Stormy,286,272.7419591
01-01-2025 12:25,1829,39.84,14.38,2.11,No,Stormy,308,451.2474937
01-01-2025 12:30,3757,23.96,15.95,7.04,No,Cloudy,213,271.3827799
01-01-2025 12:35,2324,29.66,8.03,5.12,Yes,Rainy,263,335.9437918
01-01-2025 12:40,3827,43.88,15.18,2.82,No,Sunny,327,497.0065267
01-01-2025 12:45,4071,0.72,18.81,1.59,No,Rainy,469,8.155075188
01-01-2025 12:50,4082,5.26,11.53,8.93,No,Sunny,242,59.57735485
01-01-2025 12:55,1306,8.24,6.06,5.22,No,Stormy,205,93.33030493
01-01-2025 13:00,3297,12.21,16.65,8.86,No,Stormy,211,138.2964834
01-01-2025 13:05,4762,38.96,8.1,7.47,No,Stormy,458,441.2801796
01-01-2025 13:10,3073,5.02,13.41,6.08,No,Rainy,489,56.85899645
01-01-2025 13:15,1382,6.75,10.78,2.31,No,Rainy,371,76.45382989
01-01-2025 13:20,4585,24.37,13.73,8.78,No,Sunny,220,276.0266421
01-01-2025 13:25,4423,6.8,7.08,2.35,No,Stormy,102,77.02015455
01-01-2025 13:30,2061,49.84,11.21,4.47,No,Rainy,138,564.5124269
01-01-2025 13:35,3293,31.53,4,9.54,No,Sunny,419,357.1243343
01-01-2025 13:40,2428,9.39,10.57,0.89,No,Cloudy,133,106.3557722
01-01-2025 13:45,3042,41.37,18.74,5.3,No,Cloudy,496,468.5770285
01-01-2025 13:50,2782,23.71,2.61,6.24,No,Rainy,138,268.5511565
01-01-2025 13:55,4560,9.11,0.61,2.4,No,Rainy,83,103.1843541
01-01-2025 14:00,1599,19.48,10.08,3.66,Yes,Cloudy,63,220.6400898
01-01-2025 14:05,2236,7.64,7.65,6.04,No,Cloudy,206,86.53440894
01-01-2025 14:10,4985,9.36,16.14,7.08,No,Cloudy,192,106.0159774
01-01-2025 14:15,3786,11.39,4.38,0.53,No,Rainy,156,129.0087589
01-01-2025 14:20,1436,38.55,10.46,7.77,No,Rainy,440,436.6363174
01-01-2025 14:25,1247,43.51,14.51,3.05,No,Stormy,341,492.8157242
01-01-2025 14:30,2672,13.48,6.24,9.78,No,Stormy,206,152.6811299
01-01-2025 14:35,4583,11.7,4.3,8,No,Cloudy,131,132.5199718
01-01-2025 14:40,3809,40.15,14.03,6.69,No,Stormy,410,454.7587067
01-01-2025 14:45,4393,25.38,2.45,8.16,No,Sunny,349,287.4664004
01-01-2025 14:50,4651,34.21,9.1,8.42,No,Cloudy,197,387.4793364
01-01-2025 14:55,4867,9.33,6.43,0.94,No,Stormy,106,105.6761826
01-01-2025 15:00,3060,17.87,17.34,7.45,No,Rainy,104,202.4044356
01-01-2025 15:05,3985,31.95,1.72,5.67,No,Stormy,368,361.8814615
01-01-2025 15:10,4787,26.66,7.61,5.39,No,Rainy,159,301.9643118
01-01-2025 15:15,1110,32.53,8.23,8.94,No,Stormy,268,368.4508276
01-01-2025 15:20,3833,37.51,5.1,5.29,No,Stormy,455,424.8567643
01-01-2025 15:25,2994,49.72,17.53,5.56,No,Cloudy,213,563.1532477
01-01-2025 15:30,3431,35.91,9.92,6.56,No,Cloudy,326,406.734375
01-01-2025 15:35,3670,27.03,8.93,3.64,No,Sunny,97,306.1551144
01-01-2025 15:40,4506,33.2,19.17,5.99,No,Stormy,362,376.0395781
01-01-2025 15:45,2441,42.91,11.31,2.55,No,Rainy,285,486.0198282
01-01-2025 15:50,4314,20.17,5.54,6.55,No,Stormy,106,228.4553702
01-01-2025 15:55,2679,22.88,2.99,9.56,No,Stormy,284,259.1501671
01-01-2025 16:00,4757,34.43,11.13,6.36,No,Cloudy,417,389.9711649
01-01-2025 16:05,2880,47.68,0.24,0.96,No,Rainy,346,540.0472013
01-01-2025 16:10,4025,12.02,17.65,5.9,No,Rainy,315,136.1444497
01-01-2025 16:15,4562,49.57,1.51,5.25,No,Cloudy,452,561.4542737
01-01-2025 16:20,2490,45.84,13.08,9.97,No,Stormy,58,519.2064536
01-01-2025 16:25,4207,37.32,11.79,5.37,No,Sunny,315,422.7047306
01-01-2025 16:30,1928,25.05,12.61,2.02,No,Cloudy,437,283.7286576
01-01-2025 16:35,2353,36.16,8.06,8.78,No,Stormy,214,409.5659983
01-01-2025 16:40,4522,20.72,13.95,1.17,Yes,Stormy,223,234.6849415
01-01-2025 16:45,4975,5.93,6.2,9.94,No,Rainy,409,67.16610537
01-01-2025 16:50,2878,33.33,12.13,5.2,No,Stormy,266,377.5120222
01-01-2025 16:55,2580,9.78,15.36,5.49,No,Cloudy,466,110.7731046
01-01-2025 17:00,2234,43.16,0.81,8.07,No,Cloudy,174,488.8514516
01-01-2025 17:05,1979,29.4,3.79,1.11,No,Rainy,140,332.9989035
01-01-2025 17:10,2958,42.35,16.57,9.97,No,Rainy,446,479.676992
01-01-2025 17:15,4272,42.15,18.41,2.93,No,Rainy,177,477.4116933
01-01-2025 17:20,2384,13.88,14.9,1.39,Yes,Stormy,301,157.2117272
01-01-2025 17:25,1070,41.22,5.72,6.78,No,Stormy,458,466.8780545
01-01-2025 17:30,4750,28.44,8.19,7.68,No,Stormy,348,322.1254699
01-01-2025 17:35,3961,0.89,3.12,2.36,No,Cloudy,224,10.08057905
01-01-2025 17:40,3945,19.76,15.09,8.12,Yes,Sunny,435,223.8115079
01-01-2025 17:45,2884,21.43,9.29,8.16,No,Rainy,247,242.7267518
01-01-2025 17:50,2297,2.75,17.79,4.92,No,Sunny,261,31.14785662
01-01-2025 17:55,4230,27.82,15.88,4.32,No,Rainy,460,315.1030441
01-01-2025 18:00,4133,11.37,19,0.64,No,Rainy,403,128.782229
01-01-2025 18:05,3077,13.81,15.29,2.89,No,Stormy,155,156.4188727
01-01-2025 18:10,4148,15.25,17.99,1.35,No,Rainy,177,172.7290231
01-01-2025 18:15,3395,13.42,6.23,3.38,No,Cloudy,373,152.0015403
01-01-2025 18:20,2146,8.62,14.79,2.52,No,Cloudy,153,97.63437239
01-01-2025 18:25,1040,46.98,5.63,7.68,No,Cloudy,345,532.118656
01-01-2025 18:30,4002,29.22,12.63,1.7,No,Sunny,320,330.9601347
01-01-2025 18:35,2326,43.02,2.03,7.52,No,Sunny,114,487.2657425
01-01-2025 18:40,1590,45.86,2.46,6.48,No,Rainy,371,519.4329835
01-01-2025 18:45,3262,22.3,11.05,6.4,Yes,Sunny,78,252.580801
01-01-2025 18:50,4713,41.81,6.59,7.3,No,Stormy,239,473.5606856
01-01-2025 18:55,4309,27.51,1.71,2.59,No,Cloudy,405,311.5918311
01-01-2025 19:00,1123,0.48,9.75,8.25,No,Cloudy,329,5.436716792
01-01-2025 19:05,1932,9.11,18.32,0.72,No,Sunny,468,103.1843541
01-01-2025 19:10,3741,21.53,9.05,7.5,No,Cloudy,309,243.8594011
01-01-2025 19:15,1293,14.56,2.65,4.15,No,Stormy,357,164.9137427
01-01-2025 19:20,4905,22,11.94,9.48,No,Stormy,138,249.182853
01-01-2025 19:25,2853,35.8,14.79,9.26,No,Stormy,83,405.4884607
01-01-2025 19:30,3218,12.45,16.62,1.01,No,Sunny,271,141.0148418
01-01-2025 19:35,2978,42.09,1.7,1.73,No,Stormy,173,476.7321037
01-01-2025 19:40,3947,19.04,11.37,5.81,No,Stormy,342,215.6564328
01-01-2025 19:45,4542,40.96,0.42,6.91,No,Cloudy,166,463.9331663
01-01-2025 19:50,1324,39.03,6.07,8.98,No,Stormy,179,442.0730342
01-01-2025 19:55,4260,19.12,12.64,1.99,No,Cloudy,71,216.5625522
01-01-2025 20:00,1509,30.69,17.33,8.95,No,Rainy,332,347.6100799
01-01-2025 20:05,3003,0.27,3.53,5.52,No,Stormy,164,3.058153196
01-01-2025 20:10,1484,14.61,3.44,1.89,No,Rainy,208,165.4800674
01-01-2025 20:15,2969,41.95,18.71,4.64,No,Cloudy,285,475.1463946
01-01-2025 20:20,3208,12.95,7.63,8.11,No,Cloudy,60,146.6780885
01-01-2025 20:25,2862,49.36,12.98,9.75,No,Cloudy,422,559.0757101
01-01-2025 20:30,1496,41.65,17.49,2.77,No,Stormy,297,471.7484466
01-01-2025 20:35,3815,33.98,16.29,8.04,No,Sunny,326,384.8742429
01-01-2025 20:40,3805,19.41,5.99,3.99,No,Sunny,419,219.8472353
01-01-2025 20:45,1151,6.09,9.86,6.65,No,Rainy,160,68.9783443
01-01-2025 20:50,4505,43.47,10.1,1.39,No,Rainy,455,492.3626645
01-01-2025 20:55,1278,47.84,1,9.4,No,Cloudy,432,541.8594403
01-01-2025 21:00,2742,2.87,15.91,9.1,No,Cloudy,80,32.50703582
01-01-2025 21:05,1343,8.09,19.57,9.68,No,Cloudy,178,91.63133093
01-01-2025 21:10,4201,44.31,4.75,4.11,No,Stormy,295,501.8769189
01-01-2025 21:15,3034,33.61,9.47,9.27,No,Cloudy,251,380.6834404
01-01-2025 21:20,4720,30.66,7.25,5.24,No,Sunny,408,347.2702851
01-01-2025 21:25,1797,34.79,17.7,8.04,No,Rainy,109,394.0487025
01-01-2025 21:30,3462,42.2,5.33,4.46,No,Cloudy,439,477.978018
01-01-2025 21:35,3774,30.82,12.24,7.53,No,Cloudy,450,349.082524
01-01-2025 21:40,2128,23.42,14.86,9.79,No,Stormy,238,265.2664735
01-01-2025 21:45,3440,30.42,18.74,6.05,No,Sunny,294,344.5519267
01-01-2025 21:50,4807,16.69,6.83,7.24,No,Rainy,207,189.0391735
01-01-2025 21:55,1704,33.78,9.67,9.44,No,Stormy,304,382.6089442
01-01-2025 22:00,3469,38.61,3.5,7.68,No,Cloudy,431,437.315907
01-01-2025 22:05,1256,30.51,12.77,1.95,No,Stormy,359,345.5713111
01-01-2025 22:10,3532,0.45,4.54,8.34,No,Sunny,328,5.096921993
01-01-2025 22:15,3431,17.88,8.55,8.17,No,Stormy,153,202.5177005
01-01-2025 22:20,4668,32.95,13.74,7.9,No,Stormy,251,373.2079548
01-01-2025 22:25,4861,48.42,0.35,9.26,Yes,Sunny,269,548.4288064
01-01-2025 22:30,2630,25.06,11.94,3.91,No,Cloudy,165,283.8419225
01-01-2025 22:35,1215,11.69,10.78,8.56,No,Rainy,306,132.4067069
01-01-2025 22:40,4950,34.4,19.83,4.87,No,Cloudy,418,389.6313701
01-01-2025 22:45,1551,26.28,15.55,4.92,No,Rainy,88,297.6602444
01-01-2025 22:50,1185,9.78,14.9,5.62,No,Stormy,363,110.7731046
01-01-2025 22:55,4703,0.83,12.5,8.67,No,Rainy,239,9.400989453
01-01-2025 23:00,1270,19.58,16.88,2.02,Yes,Rainy,191,221.7727391
01-01-2025 23:05,4908,4.36,15.45,1.63,No,Stormy,474,49.38351086
01-01-2025 23:10,4318,22.47,10.68,9.8,No,Cloudy,480,254.5063048
01-01-2025 23:15,3843,36.73,8.27,2.91,Yes,Stormy,191,416.0220995
01-01-2025 23:20,1524,25.92,12.36,4.72,No,Stormy,87,293.5827068
01-01-2025 23:25,4505,32.56,7.84,5.35,No,Cloudy,250,368.7906224
01-01-2025 23:30,3533,25.26,4.03,3.1,No,Stormy,236,286.1072212
01-01-2025 23:35,2897,45.96,19.94,1.54,No,Sunny,394,520.5656328
01-01-2025 23:40,2651,20.36,5.81,6,No,Stormy,390,230.6074039
01-01-2025 23:45,1388,28.06,16.66,4.79,No,Rainy,319,317.8214025
01-01-2025 23:50,1790,37.58,5.79,5.8,No,Sunny,254,425.6496188
01-01-2025 23:55,1523,13.14,3.58,4.53,No,Cloudy,414,148.8301222
02-01-2025 00:00,2809,4.1,19.98,2.24,No,Sunny,447,46.4386226
02-01-2025 00:05,4555,18.49,16.79,9.31,No,Stormy,165,209.4268614
02-01-2025 00:10,2850,26.01,12.2,5.62,No,Sunny,314,294.6020912
02-01-2025 00:15,3523,42.46,9.87,2.9,No,Rainy,347,480.9229062
02-01-2025 00:20,3091,24.06,8.7,5.85,No,Stormy,328,272.5154292
02-01-2025 00:25,1942,12.79,18.88,7.83,No,Cloudy,145,144.8658495
02-01-2025 00:30,1222,29.03,2.4,5.49,No,Rainy,338,328.808101
02-01-2025 00:35,1735,29.15,1.75,2.85,No,Rainy,383,330.1672802
02-01-2025 00:40,3103,46.42,5.05,5.09,No,Rainy,281,525.7758198
02-01-2025 00:45,4950,19.57,0.29,2.71,No,Stormy,376,221.6594742
02-01-2025 00:50,3521,8.07,16.63,8.18,No,Cloudy,498,91.40480107
02-01-2025 00:55,4797,13.48,4.8,2.61,No,Cloudy,96,152.6811299
02-01-2025 01:00,3692,40.92,17.65,7.15,No,Cloudy,190,463.4801065
02-01-2025 01:05,1660,7.93,17.36,1.98,No,Rainy,491,89.819092
02-01-2025 01:10,3929,49.24,13.71,1.5,No,Sunny,57,557.7165309
02-01-2025 01:15,4817,24.32,1.68,0.83,No,Sunny,254,275.4603175
02-01-2025 01:20,2166,37.5,9.4,2.16,No,Rainy,75,424.7434994
02-01-2025 01:25,3862,3.65,15,7.84,No,Stormy,266,41.34170061
02-01-2025 01:30,4979,27.92,2.64,6.59,No,Sunny,204,316.2356934
02-01-2025 01:35,2777,18.66,11.36,1.72,No,Stormy,303,211.3523653
02-01-2025 01:40,4517,35.12,11.26,6.82,No,Sunny,264,397.7864453
02-01-2025 01:45,4344,38.33,12.59,0.84,No,Rainy,211,434.1444888
02-01-2025 01:50,2475,9.01,9.08,4.13,No,Stormy,357,102.0517048
02-01-2025 01:55,1245,11.92,1.28,7.56,No,Rainy,399,135.0118003
02-01-2025 02:00,1616,2.98,10.31,3.99,No,Rainy,96,33.75295008
02-01-2025 02:05,3642,9.05,12.57,4.74,No,Sunny,188,102.5047645
02-01-2025 02:10,2530,26.02,10.59,2.59,No,Stormy,387,294.7153561
02-01-2025 02:15,3895,14.02,9.05,7.71,No,Sunny,316,158.7974363
02-01-2025 02:20,2125,26.42,15.86,3.65,No,Rainy,310,299.2459534
02-01-2025 02:25,1709,39.35,2.62,9.58,No,Stormy,404,445.697512
02-01-2025 02:30,4220,0.13,19.87,9.13,No,Rainy,274,1.472444131
02-01-2025 02:35,2746,20.11,10.63,6.21,No,Rainy,216,227.7757806
02-01-2025 02:40,1805,43.05,0.3,9.38,No,Cloudy,99,487.6055373
02-01-2025 02:45,3035,8.77,4.46,6.92,No,Rainy,144,99.33334639
02-01-2025 02:50,3144,8.92,17.3,0.96,No,Sunny,409,101.0323204
02-01-2025 02:55,1194,12.54,0.76,4.12,No,Sunny,416,142.0342262
02-01-2025 03:00,2830,30.13,9.6,7.81,No,Sunny,115,341.2672436
02-01-2025 03:05,2421,33.93,15.31,8.82,No,Stormy,213,384.3079182
02-01-2025 03:10,2972,9.29,1.09,0.68,No,Cloudy,296,105.2231229
02-01-2025 03:15,2643,19.1,0.52,1.69,No,Stormy,55,216.3360224
02-01-2025 03:20,1625,5.79,16.74,5.72,No,Stormy,140,65.5803963
02-01-2025 03:25,1139,3.35,19.49,2.18,No,Stormy,444,37.94375261
02-01-2025 03:30,3733,40.03,18.27,5.82,No,Stormy,435,453.3995275
02-01-2025 03:35,1385,47.82,19.99,7.46,No,Rainy,318,541.6329104
02-01-2025 03:40,1898,20.13,11.26,0.59,No,Rainy,308,228.0023105
02-01-2025 03:45,3816,37.74,12.9,2.16,No,Cloudy,68,427.4618578
02-01-2025 03:50,2392,31.05,17.29,7,No,Sunny,83,351.6876175
02-01-2025 03:55,3601,44.26,14.29,6.63,No,Rainy,463,501.3105942
